Tahun,Upah,Upah Minimum Provinsi,Garis Kemiskinan,Pengeluaran,Label,Jenis,Provinsi,Daerah,Periode
2020,1898302.3252680083,15696.959379444983,312088.0,613446.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Pedesaan,September
2020,1898302.3252680083,15696.959379444983,314001.0,613446.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Pedesaan,Maret
2020,1898302.3252680083,15696.959379444983,293862.0,537421.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Perkotaan,September
2020,1898302.3252680083,15696.959379444983,296269.0,537421.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Perkotaan,Maret
2020,1898302.3252680083,15696.959379444983,302545.0,574202.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Pedesaan & Perkotaan,September
2020,1898302.3252680083,15696.959379444983,304982.0,574202.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Pedesaan & Perkotaan,Maret
2020,1898302.3252680083,15696.959379444983,105643.0,598236.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Pedesaan,September
2020,1898302.3252680083,15696.959379444983,105923.0,598236.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Pedesaan,Maret
2020,1898302.3252680083,15696.959379444983,99356.0,438075.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Perkotaan,September
2020,1898302.3252680083,15696.959379444983,100231.0,438075.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Perkotaan,Maret
2020,1898302.3252680083,15696.959379444983,102397.0,515561.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Pedesaan & Perkotaan,September
2020,1898302.3252680083,15696.959379444983,103023.0,515561.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Pedesaan & Perkotaan,Maret
2020,1898302.3252680083,15696.959379444983,417730.0,1211682.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Pedesaan,September
2020,1898302.3252680083,15696.959379444983,419924.0,1211682.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Pedesaan,Maret
2020,1898302.3252680083,15696.959379444983,393218.0,975497.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Perkotaan,September
2020,1898302.3252680083,15696.959379444983,396500.0,975497.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Perkotaan,Maret
2020,1898302.3252680083,15696.959379444983,404942.0,1089763.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Pedesaan & Perkotaan,September
2020,1898302.3252680083,15696.959379444983,408005.0,1089763.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Pedesaan & Perkotaan,Maret
2021,1810694.940188095,15696.959379444983,325304.0,683662.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Pedesaan,September
2021,1810694.940188095,15696.959379444983,336346.0,683662.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Pedesaan,Maret
2021,1810694.940188095,15696.959379444983,311567.0,592603.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Perkotaan,September
2021,1810694.940188095,15696.959379444983,320916.0,592603.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Perkotaan,Maret
2021,1810694.940188095,15696.959379444983,318425.0,637897.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Pedesaan & Perkotaan,September
2021,1810694.940188095,15696.959379444983,328699.0,637897.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Pedesaan & Perkotaan,Maret
2021,1810694.940188095,15696.959379444983,109147.0,658565.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Pedesaan,September
2021,1810694.940188095,15696.959379444983,116509.0,658565.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Pedesaan,Maret
2021,1810694.940188095,15696.959379444983,101079.0,461751.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Perkotaan,September
2021,1810694.940188095,15696.959379444983,109465.0,461751.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Perkotaan,Maret
2021,1810694.940188095,15696.959379444983,105080.0,559650.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Pedesaan & Perkotaan,September
2021,1810694.940188095,15696.959379444983,113011.99999999997,559650.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Pedesaan & Perkotaan,Maret
2021,1810694.940188095,15696.959379444983,434451.0,1342227.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Pedesaan,September
2021,1810694.940188095,15696.959379444983,452855.0,1342227.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Pedesaan,Maret
2021,1810694.940188095,15696.959379444983,412646.0,1054354.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Perkotaan,September
2021,1810694.940188095,15696.959379444983,430381.0,1054354.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Perkotaan,Maret
2021,1810694.940188095,15696.959379444983,423505.0,1197547.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Pedesaan & Perkotaan,September
2021,1810694.940188095,15696.959379444983,441711.0,1197547.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Pedesaan & Perkotaan,Maret
2022,1637135.7426597,15866.053742739667,349371.0,707430.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Pedesaan,September
2022,1637135.7426597,15866.053742739667,373497.0,707430.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Pedesaan,Maret
2022,1637135.7426597,15866.053742739667,336060.0,625547.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Perkotaan,September
2022,1637135.7426597,15866.053742739667,361266.0,625547.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Perkotaan,Maret
2022,1637135.7426597,15866.053742739667,342789.0,666966.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Pedesaan & Perkotaan,September
2022,1637135.7426597,15866.053742739667,367535.0,666966.0,Ekonomi Maju,Makanan,NUSA TENGGARA BARAT,Pedesaan & Perkotaan,Maret
2022,1637135.7426597,15866.053742739667,121061.0,582407.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Pedesaan,September
2022,1637135.7426597,15866.053742739667,128090.0,582407.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Pedesaan,Maret
2022,1637135.7426597,15866.053742739667,112906.0,402893.00000000006,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Perkotaan,September
2022,1637135.7426597,15866.053742739667,116558.0,402893.00000000006,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Perkotaan,Maret
2022,1637135.7426597,15866.053742739667,117038.0,493696.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Pedesaan & Perkotaan,September
2022,1637135.7426597,15866.053742739667,122418.99999999997,493696.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA BARAT,Pedesaan & Perkotaan,Maret
2022,1637135.7426597,15866.053742739667,470431.0,1289837.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Pedesaan,September
2022,1637135.7426597,15866.053742739667,501586.0,1289837.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Pedesaan,Maret
2022,1637135.7426597,15866.053742739667,448965.0,1028440.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Perkotaan,September
2022,1637135.7426597,15866.053742739667,477824.0,1028440.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Perkotaan,Maret
2022,1637135.7426597,15866.053742739667,459827.0,1160662.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Pedesaan & Perkotaan,September
2022,1637135.7426597,15866.053742739667,489954.0,1160662.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA BARAT,Pedesaan & Perkotaan,Maret
2015,1596022.3556458196,8927.944364796773,260406.0,401053.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Pedesaan,September
2015,1596022.3556458196,8927.944364796773,265296.0,401053.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Pedesaan,Maret
2015,1596022.3556458196,8927.944364796773,232460.0,272347.00000000006,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Perkotaan,September
2015,1596022.3556458196,8927.944364796773,240102.0,272347.00000000006,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Perkotaan,Maret
2015,1596022.3556458196,8927.944364796773,238070.0,298180.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2015,1596022.3556458196,8927.944364796773,245160.0,298180.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2015,1596022.3556458196,8927.944364796773,104513.99999999997,473374.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan,September
2015,1596022.3556458196,8927.944364796773,109059.0,473374.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan,Maret
2015,1596022.3556458196,8927.944364796773,48561.00000000003,176028.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Perkotaan,September
2015,1596022.3556458196,8927.944364796773,50261.0,176028.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Perkotaan,Maret
2015,1596022.3556458196,8927.944364796773,59793.0,235710.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2015,1596022.3556458196,8927.944364796773,62064.0,235710.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2015,1596022.3556458196,8927.944364796773,364920.0,874428.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan,September
2015,1596022.3556458196,8927.944364796773,374355.0,874428.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan,Maret
2015,1596022.3556458196,8927.944364796773,281022.0,448375.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Perkotaan,September
2015,1596022.3556458196,8927.944364796773,290363.0,448375.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Perkotaan,Maret
2015,1596022.3556458196,8927.944364796773,297863.0,533891.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2015,1596022.3556458196,8927.944364796773,307224.0,533891.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2016,1793587.3563299703,10196.387657546975,275382.0,426417.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Pedesaan,September
2016,1793587.3563299703,10196.387657546975,277266.0,426417.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Pedesaan,Maret
2016,1793587.3563299703,10196.387657546975,252012.0,283013.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Perkotaan,September
2016,1793587.3563299703,10196.387657546975,254257.0,283013.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Perkotaan,Maret
2016,1793587.3563299703,10196.387657546975,256245.0,312312.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2016,1793587.3563299703,10196.387657546975,258985.0,312312.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2016,1793587.3563299703,10196.387657546975,110757.0,526696.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan,September
2016,1793587.3563299703,10196.387657546975,112395.0,526696.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan,Maret
2016,1793587.3563299703,10196.387657546975,54709.0,196941.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Perkotaan,September
2016,1793587.3563299703,10196.387657546975,56039.0,196941.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Perkotaan,Maret
2016,1793587.3563299703,10196.387657546975,66702.0,264315.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2016,1793587.3563299703,10196.387657546975,68018.0,264315.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2016,1793587.3563299703,10196.387657546975,386139.0,953114.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan,September
2016,1793587.3563299703,10196.387657546975,389661.0,953114.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan,Maret
2016,1793587.3563299703,10196.387657546975,306721.0,479954.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Perkotaan,September
2016,1793587.3563299703,10196.387657546975,310296.0,479954.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Perkotaan,Maret
2016,1793587.3563299703,10196.387657546975,322947.0,576627.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2016,1793587.3563299703,10196.387657546975,327003.0,576627.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2017,1712602.2617757828,10921.212396261377,290711.0,518425.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Pedesaan,September
2017,1712602.2617757828,10921.212396261377,292048.0,518425.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Pedesaan,Maret
2017,1712602.2617757828,10921.212396261377,268003.0,366407.99999999994,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Perkotaan,September
2017,1712602.2617757828,10921.212396261377,268253.0,366407.99999999994,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Perkotaan,Maret
2017,1712602.2617757828,10921.212396261377,272537.0,399251.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2017,1712602.2617757828,10921.212396261377,273325.0,399251.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2017,1712602.2617757828,10921.212396261377,116262.0,574119.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan,September
2017,1712602.2617757828,10921.212396261377,117333.0,574119.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan,Maret
2017,1712602.2617757828,10921.212396261377,58316.0,201792.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Perkotaan,September
2017,1712602.2617757828,10921.212396261377,60883.00000000003,201792.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Perkotaan,Maret
2017,1712602.2617757828,10921.212396261377,70859.0,282232.00000000006,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2017,1712602.2617757828,10921.212396261377,73412.0,282232.00000000006,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2017,1712602.2617757828,10921.212396261377,406973.0,1092545.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan,September
2017,1712602.2617757828,10921.212396261377,409382.0,1092545.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan,Maret
2017,1712602.2617757828,10921.212396261377,326320.0,568200.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Perkotaan,September
2017,1712602.2617757828,10921.212396261377,329136.0,568200.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Perkotaan,Maret
2017,1712602.2617757828,10921.212396261377,343396.0,681483.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2017,1712602.2617757828,10921.212396261377,346737.0,681483.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2018,1717706.9440560297,11899.725793525817,299104.0,542216.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Pedesaan,September
2018,1717706.9440560297,11899.725793525817,301642.0,542216.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Pedesaan,Maret
2018,1717706.9440560297,11899.725793525817,273466.0,361460.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Perkotaan,September
2018,1717706.9440560297,11899.725793525817,275681.0,361460.0,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Perkotaan,Maret
2018,1717706.9440560297,11899.725793525817,278911.0,402920.99999999994,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2018,1717706.9440560297,11899.725793525817,281069.0,402920.99999999994,Ekonomi Berkembang,Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2018,1717706.9440560297,11899.725793525817,119420.99999999997,579797.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan,September
2018,1717706.9440560297,11899.725793525817,120212.00000000003,579797.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan,Maret
2018,1717706.9440560297,11899.725793525817,63119.0,219096.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Perkotaan,September
2018,1717706.9440560297,11899.725793525817,66622.0,219096.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Perkotaan,Maret
2018,1717706.9440560297,11899.725793525817,75986.99999999997,301831.99999999994,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2018,1717706.9440560297,11899.725793525817,78999.0,301831.99999999994,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2018,1717706.9440560297,11899.725793525817,418525.0,1122013.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan,September
2018,1717706.9440560297,11899.725793525817,421855.0,1122013.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan,Maret
2018,1717706.9440560297,11899.725793525817,336584.0,580557.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Perkotaan,September
2018,1717706.9440560297,11899.725793525817,342303.0,580557.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Perkotaan,Maret
2018,1717706.9440560297,11899.725793525817,354898.0,704754.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2018,1717706.9440560297,11899.725793525817,360069.0,704754.0,Ekonomi Berkembang,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2019,1757992.5447541946,12878.239190790258,317432.0,539898.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Pedesaan,September
2019,1757992.5447541946,12878.239190790258,337056.0,539898.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Pedesaan,Maret
2019,1757992.5447541946,12878.239190790258,285352.0,395098.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Perkotaan,September
2019,1757992.5447541946,12878.239190790258,289037.0,395098.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Perkotaan,Maret
2019,1757992.5447541946,12878.239190790258,292305.0,429498.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2019,1757992.5447541946,12878.239190790258,299476.0,429498.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2019,1757992.5447541946,12878.239190790258,124193.00000000003,613889.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan,September
2019,1757992.5447541946,12878.239190790258,130258.00000000003,613889.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan,Maret
2019,1757992.5447541946,12878.239190790258,68332.0,229992.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Perkotaan,September
2019,1757992.5447541946,12878.239190790258,69974.0,229992.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Perkotaan,Maret
2019,1757992.5447541946,12878.239190790258,81617.0,321195.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2019,1757992.5447541946,12878.239190790258,84286.0,321195.0,Ekonomi Berkembang,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2019,1757992.5447541946,12878.239190790258,441625.0,1153788.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan,September
2019,1757992.5447541946,12878.239190790258,467314.0,1153788.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan,Maret
2019,1757992.5447541946,12878.239190790258,353684.0,625090.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Perkotaan,September
2019,1757992.5447541946,12878.239190790258,359011.0,625090.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Perkotaan,Maret
2019,1757992.5447541946,12878.239190790258,373922.0,750693.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2019,1757992.5447541946,12878.239190790258,383762.0,750693.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2020,2459679.4117092155,14001.71753579758,357134.0,574081.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Pedesaan,September
2020,2459679.4117092155,14001.71753579758,358164.0,574081.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Pedesaan,Maret
2020,2459679.4117092155,14001.71753579758,305029.0,401711.99999999994,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Perkotaan,September
2020,2459679.4117092155,14001.71753579758,305413.0,401711.99999999994,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Perkotaan,Maret
2020,2459679.4117092155,14001.71753579758,316130.0,442700.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2020,2459679.4117092155,14001.71753579758,316659.0,442700.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2020,2459679.4117092155,14001.71753579758,137255.0,672776.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan,September
2020,2459679.4117092155,14001.71753579758,138027.0,672776.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan,Maret
2020,2459679.4117092155,14001.71753579758,71183.0,251480.99999999994,Ekonomi Maju,Non-Makanan,NUSA TENGGARA TIMUR,Perkotaan,September
2020,2459679.4117092155,14001.71753579758,71833.0,251480.99999999994,Ekonomi Maju,Non-Makanan,NUSA TENGGARA TIMUR,Perkotaan,Maret
2020,2459679.4117092155,14001.71753579758,86875.0,351661.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2020,2459679.4117092155,14001.71753579758,88053.00000000003,351661.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2020,2459679.4117092155,14001.71753579758,494388.0,1246857.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan,September
2020,2459679.4117092155,14001.71753579758,496191.0,1246857.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan,Maret
2020,2459679.4117092155,14001.71753579758,376212.0,653194.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Perkotaan,September
2020,2459679.4117092155,14001.71753579758,377246.0,653194.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Perkotaan,Maret
2020,2459679.4117092155,14001.71753579758,403005.0,794361.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2020,2459679.4117092155,14001.71753579758,404712.0,794361.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2021,2278946.066111285,14001.71753579758,367201.0,600232.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Pedesaan,September
2021,2278946.066111285,14001.71753579758,385169.0,600232.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Pedesaan,Maret
2021,2278946.066111285,14001.71753579758,312141.0,424725.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Perkotaan,September
2021,2278946.066111285,14001.71753579758,333436.0,424725.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Perkotaan,Maret
2021,2278946.066111285,14001.71753579758,324545.0,468252.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2021,2278946.066111285,14001.71753579758,344666.0,468252.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2021,2278946.066111285,14001.71753579758,141383.0,663311.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan,September
2021,2278946.066111285,14001.71753579758,146024.0,663311.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan,Maret
2021,2278946.066111285,14001.71753579758,73829.00000000003,276068.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA TIMUR,Perkotaan,September
2021,2278946.066111285,14001.71753579758,75333.00000000003,276068.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA TIMUR,Perkotaan,Maret
2021,2278946.066111285,14001.71753579758,90571.0,372106.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2021,2278946.066111285,14001.71753579758,92941.0,372106.0,Ekonomi Maju,Non-Makanan,NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2021,2278946.066111285,14001.71753579758,508584.0,1263544.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan,September
2021,2278946.066111285,14001.71753579758,531194.0,1263544.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan,Maret
2021,2278946.066111285,14001.71753579758,385970.0,700794.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Perkotaan,September
2021,2278946.066111285,14001.71753579758,408769.0,700794.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Perkotaan,Maret
2021,2278946.066111285,14001.71753579758,415116.0,840358.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,September
2021,2278946.066111285,14001.71753579758,437607.0,840358.0,Ekonomi Maju,Gabungan (Total),NUSA TENGGARA TIMUR,Pedesaan & Perkotaan,Maret
2022,1813454.2279071475,14182.923720476181,402228.0,581779.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Pedesaan,September
2022,1813454.2279071475,14182.923720476181,423538.0,581779.0,Ekonomi Maju,Makanan,NUSA TENGGARA TIMUR,Pedesaan,Maret
